,label
41979,ship
41980,automobile
41981,automobile
41982,automobile
41983,dog
41984,frog
41985,frog
41986,dog
41987,automobile
41988,frog
41989,frog
41990,automobile
41991,automobile
41992,frog
41993,frog
41994,dog
41995,frog
41996,frog
41997,frog
41998,frog
41999,dog
42000,dog
42001,truck
42002,frog
42003,frog
42004,truck
42005,frog
42006,bird
42007,truck
42008,ship
42009,ship
42010,ship
42011,ship
42012,truck
42013,frog
42014,truck
42015,bird
42016,frog
42017,frog
42018,frog
42019,frog
42020,frog
42021,bird
42022,bird
42023,frog
42024,deer
42025,deer
42026,horse
42027,bird
42028,frog
42029,frog
42030,frog
42031,deer
42032,deer
42033,frog
42034,deer
42035,frog
42036,frog
42037,frog
42038,frog
42039,frog
42040,frog
42041,ship
42042,automobile
42043,truck
42044,frog
42045,frog
42046,frog
42047,ship
42048,ship
42049,ship
42050,frog
42051,ship
42052,ship
42053,frog
42054,ship
42055,ship
42056,truck
42057,frog
42058,frog
42059,frog
42060,frog
42061,ship
42062,dog
42063,frog
42064,frog
42065,dog
42066,frog
42067,ship
42068,frog
42069,truck
42070,ship
42071,horse
42072,bird
42073,truck
42074,dog
42075,frog
42076,horse
42077,dog
42078,dog
42079,frog
42080,dog
42081,frog
42082,truck
42083,truck
42084,truck
42085,automobile
42086,frog
42087,ship
42088,ship
42089,dog
42090,dog
42091,dog
42092,dog
42093,dog
42094,dog
42095,bird
42096,deer
42097,frog
42098,frog
42099,frog
42100,automobile
42101,deer
42102,automobile
42103,truck
42104,ship
42105,ship
42106,automobile
42107,ship
42108,dog
42109,frog
42110,frog
42111,dog
42112,dog
42113,bird
42114,bird
42115,frog
42116,dog
42117,truck
42118,truck
42119,truck
42120,automobile
42121,automobile
42122,automobile
42123,automobile
42124,frog
42125,truck
42126,frog
42127,frog
42128,truck
42129,ship
42130,ship
42131,truck
42132,bird
42133,bird
42134,ship
42135,frog
42136,dog
42137,frog
42138,truck
42139,ship
42140,frog
42141,truck
42142,frog
42143,deer
42144,automobile
42145,ship
42146,dog
42147,dog
42148,deer
42149,frog
42150,truck
42151,frog
42152,frog
42153,frog
42154,deer
42155,truck
42156,dog
42157,frog
42158,truck
42159,cat
42160,ship
42161,frog
42162,truck
42163,dog
42164,automobile
42165,dog
42166,horse
42167,truck
42168,cat
42169,cat
42170,bird
42171,dog
42172,dog
42173,horse
42174,horse
42175,automobile
42176,ship
42177,ship
42178,dog
42179,deer
42180,deer
42181,bird
42182,bird
42183,ship
42184,ship
42185,frog
42186,automobile
42187,frog
42188,dog
42189,truck
42190,truck
42191,deer
42192,dog
42193,dog
42194,bird
42195,truck
42196,truck
42197,horse
42198,frog
42199,dog
42200,automobile
42201,frog
42202,frog
42203,frog
42204,frog
42205,frog
42206,truck
42207,dog
42208,ship
42209,truck
42210,frog
42211,dog
42212,deer
42213,frog
42214,truck
42215,truck
42216,ship
42217,frog
42218,frog
42219,automobile
42220,frog
42221,frog
42222,automobile
42223,automobile
42224,deer
42225,ship
42226,frog
42227,dog
42228,horse
42229,truck
42230,deer
42231,deer
42232,deer
42233,frog
42234,automobile
42235,cat
42236,cat
42237,ship
42238,automobile
42239,deer
42240,horse
42241,dog
42242,dog
42243,frog
42244,automobile
42245,horse
42246,horse
42247,frog
42248,truck
42249,deer
42250,ship
42251,frog
42252,frog
42253,dog
42254,truck
42255,cat
42256,dog
42257,dog
42258,automobile
42259,frog
42260,frog
42261,frog
42262,frog
42263,bird
42264,truck
42265,deer
42266,ship
42267,truck
42268,truck
42269,frog
42270,automobile
42271,automobile
42272,automobile
42273,truck
42274,frog
42275,frog
42276,frog
42277,frog
42278,frog
42279,horse
42280,frog
42281,frog
42282,frog
42283,frog
42284,dog
42285,frog
42286,frog
42287,frog
42288,dog
42289,dog
42290,dog
42291,frog
42292,frog
42293,truck
42294,automobile
42295,automobile
42296,truck
42297,frog
42298,frog
42299,dog
42300,dog
42301,ship
42302,ship
42303,automobile
42304,frog
42305,truck
42306,frog
42307,truck
42308,ship
42309,frog
42310,frog
42311,frog
42312,dog
42313,dog
42314,automobile
42315,automobile
42316,dog
42317,ship
42318,dog
42319,dog
42320,frog
42321,ship
42322,frog
42323,automobile
42324,automobile
42325,automobile
42326,ship
42327,frog
42328,frog
42329,frog
42330,frog
42331,dog
42332,automobile
42333,dog
42334,dog
42335,horse
42336,truck
42337,deer
42338,frog
42339,truck
42340,automobile
42341,dog
42342,truck
42343,frog
42344,truck
42345,bird
42346,bird
42347,truck
42348,ship
42349,dog
42350,frog
42351,frog
42352,frog
42353,truck
42354,deer
42355,cat
42356,frog
42357,dog
42358,frog
42359,automobile
42360,automobile
42361,truck
42362,frog
42363,automobile
42364,dog
42365,bird
42366,truck
42367,dog
42368,truck
42369,deer
42370,frog
42371,frog
42372,truck
42373,truck
42374,frog
42375,frog
42376,truck
42377,truck
42378,truck
42379,horse
42380,deer
42381,deer
42382,automobile
42383,frog
42384,truck
42385,deer
42386,frog
42387,dog
42388,automobile
42389,frog
42390,automobile
42391,horse
42392,frog
42393,frog
42394,dog
42395,frog
42396,truck
42397,truck
42398,dog
42399,deer
42400,ship
42401,deer
42402,frog
42403,ship
42404,automobile
42405,automobile
42406,dog
42407,truck
42408,automobile
42409,ship
42410,dog
42411,truck
42412,ship
42413,frog
42414,dog
42415,truck
42416,truck
42417,dog
42418,deer
42419,ship
42420,bird
42421,ship
42422,truck
42423,truck
42424,truck
42425,automobile
42426,automobile
42427,deer
42428,frog
42429,frog
42430,frog
42431,dog
42432,dog
42433,dog
42434,frog
42435,bird
42436,bird
42437,bird
42438,automobile
42439,automobile
42440,automobile
42441,frog
42442,truck
42443,horse
42444,truck
42445,truck
42446,frog
42447,dog
42448,frog
42449,truck
42450,truck
42451,truck
42452,dog
42453,truck
42454,deer
42455,dog
42456,frog
42457,frog
42458,frog
42459,ship
42460,frog
42461,automobile
42462,automobile
42463,truck
42464,ship
42465,ship
42466,ship
42467,dog
42468,ship
42469,truck
42470,truck
42471,cat
42472,truck
42473,dog
42474,dog
42475,horse
42476,horse
42477,ship
42478,deer
42479,deer
42480,frog
42481,automobile
42482,frog
42483,frog
42484,frog
42485,truck
42486,horse
42487,horse
42488,deer
42489,frog
42490,bird
42491,frog
42492,frog
42493,frog
42494,automobile
42495,dog
42496,truck
42497,frog
42498,dog
42499,truck
42500,frog
42501,truck
42502,ship
42503,frog
42504,dog
42505,frog
42506,dog
42507,automobile
42508,automobile
42509,dog
42510,dog
42511,dog
42512,horse
42513,frog
42514,frog
42515,truck
42516,ship
42517,bird
42518,truck
42519,truck
42520,deer
42521,frog
42522,frog
42523,deer
42524,frog
42525,dog
42526,frog
42527,dog
42528,automobile
42529,dog
42530,frog
42531,dog
42532,dog
42533,deer
42534,frog
42535,truck
42536,ship
42537,bird
42538,frog
42539,dog
42540,frog
42541,horse
42542,frog
42543,frog
42544,truck
42545,cat
42546,automobile
42547,horse
42548,ship
42549,automobile
42550,frog
42551,dog
42552,ship
42553,deer
42554,deer
42555,deer
42556,dog
42557,truck
42558,automobile
42559,bird
42560,frog
42561,truck
42562,frog
42563,frog
42564,frog
42565,truck
42566,frog
42567,ship
42568,ship
42569,frog
42570,frog
42571,frog
42572,frog
42573,dog
42574,horse
42575,truck
42576,frog
42577,deer
42578,automobile
42579,dog
42580,ship
42581,dog
42582,frog
42583,dog
42584,truck
42585,frog
42586,deer
42587,deer
42588,deer
42589,truck
42590,truck
42591,frog
42592,dog
42593,frog
42594,dog
42595,frog
42596,truck
42597,dog
42598,dog
42599,dog
42600,dog
42601,dog
42602,dog
42603,frog
42604,frog
42605,truck
42606,bird
42607,frog
42608,truck
42609,ship
42610,frog
42611,frog
42612,frog
42613,frog
42614,bird
42615,frog
42616,truck
42617,truck
42618,truck
42619,dog
42620,dog
42621,dog
42622,dog
42623,ship
42624,ship
42625,truck
42626,ship
42627,ship
42628,truck
42629,truck
42630,dog
42631,ship
42632,ship
42633,frog
42634,dog
42635,horse
42636,frog
42637,frog
42638,ship
42639,frog
42640,frog
42641,automobile
42642,deer
42643,dog
42644,truck
42645,deer
42646,ship
42647,frog
42648,deer
42649,horse
42650,horse
42651,cat
42652,dog
42653,truck
42654,truck
42655,truck
42656,frog
42657,ship
42658,ship
42659,horse
42660,deer
42661,deer
42662,horse
42663,frog
42664,frog
42665,frog
42666,frog
42667,frog
42668,automobile
42669,automobile
42670,automobile
42671,dog
42672,frog
42673,horse
42674,ship
42675,ship
42676,dog
42677,dog
42678,dog
42679,truck
42680,frog
42681,truck
42682,automobile
42683,frog
42684,truck
42685,ship
42686,frog
42687,frog
42688,frog
42689,frog
42690,frog
42691,frog
42692,dog
42693,truck
42694,dog
42695,frog
42696,horse
42697,frog
42698,ship
42699,truck
42700,truck
42701,frog
42702,truck
42703,dog
42704,automobile
42705,automobile
42706,ship
42707,ship
42708,frog
42709,frog
42710,automobile
42711,frog
42712,frog
42713,frog
42714,frog
42715,frog
42716,frog
42717,truck
42718,truck
42719,deer
42720,horse
42721,truck
42722,ship
42723,deer
42724,horse
42725,frog
42726,ship
42727,truck
42728,automobile
42729,deer
42730,deer
42731,cat
42732,frog
42733,bird
42734,automobile
42735,automobile
42736,dog
42737,automobile
42738,dog
42739,dog
42740,frog
42741,horse
42742,ship
42743,ship
42744,frog
42745,frog
42746,automobile
42747,dog
42748,frog
42749,horse
42750,dog
42751,frog
42752,ship
42753,ship
42754,truck
42755,truck
42756,truck
42757,frog
42758,frog
42759,truck
42760,truck
42761,truck
42762,frog
42763,frog
42764,truck
42765,automobile
42766,frog
42767,frog
42768,frog
42769,truck
42770,frog
42771,frog
42772,deer
42773,frog
42774,ship
42775,dog
42776,bird
42777,horse
42778,frog
42779,frog
42780,deer
42781,frog
42782,frog
42783,deer
42784,ship
42785,ship
42786,truck
42787,automobile
42788,automobile
42789,automobile
42790,automobile
42791,frog
42792,frog
42793,frog
42794,horse
42795,horse
42796,dog
42797,truck
42798,automobile
42799,frog
42800,frog
42801,frog
42802,ship
42803,ship
42804,dog
42805,dog
42806,ship
42807,dog
42808,dog
42809,automobile
42810,horse
42811,ship
42812,frog
42813,horse
42814,dog
42815,deer
42816,deer
42817,horse
42818,frog
42819,frog
42820,frog
42821,frog
42822,frog
42823,truck
42824,ship
42825,frog
42826,dog
42827,dog
42828,deer
42829,deer
42830,horse
42831,frog
42832,ship
42833,ship
42834,frog
42835,dog
42836,dog
42837,frog
42838,frog
42839,frog
42840,frog
42841,frog
42842,frog
42843,ship
42844,truck
42845,truck
42846,horse
42847,bird
42848,bird
42849,bird
42850,frog
42851,frog
42852,frog
42853,automobile
42854,dog
42855,truck
42856,truck
42857,truck
42858,truck
42859,cat
42860,frog
42861,automobile
42862,horse
42863,frog
42864,horse
42865,horse
42866,ship
42867,dog
42868,dog
42869,horse
42870,bird
42871,frog
42872,frog
42873,automobile
42874,frog
42875,automobile
42876,truck
42877,truck
42878,frog
42879,truck
42880,frog
42881,frog
42882,frog
42883,truck
42884,ship
42885,ship
42886,automobile
42887,automobile
42888,horse
42889,truck
42890,frog
42891,frog
42892,frog
42893,dog
42894,ship
42895,frog
42896,bird
42897,frog
42898,truck
42899,truck
42900,frog
42901,ship
42902,ship
42903,dog
42904,deer
42905,bird
42906,ship
42907,ship
42908,frog
42909,frog
42910,ship
42911,truck
42912,truck
42913,truck
42914,truck
42915,frog
42916,frog
42917,frog
42918,truck
42919,frog
42920,frog
42921,automobile
42922,truck
42923,ship
42924,ship
42925,horse
42926,automobile
42927,ship
42928,frog
42929,frog
42930,deer
42931,deer
42932,truck
42933,bird
42934,cat
42935,cat
42936,frog
42937,horse
42938,ship
42939,dog
42940,dog
42941,dog
42942,dog
42943,dog
42944,frog
42945,ship
42946,cat
42947,bird
42948,frog
42949,frog
42950,frog
42951,frog
42952,frog
42953,frog
42954,frog
42955,frog
42956,horse
42957,horse
42958,truck
42959,ship
42960,truck
42961,dog
42962,truck
42963,truck
42964,truck
42965,automobile
42966,dog
42967,dog
42968,dog
42969,horse
42970,dog
42971,dog
42972,truck
42973,truck
42974,ship
42975,frog
42976,frog
42977,frog
42978,dog
42979,frog
42980,frog
42981,frog
42982,truck
42983,dog
42984,frog
42985,frog
42986,horse
42987,dog
42988,frog
42989,frog
42990,dog
42991,frog
42992,ship
42993,ship
42994,deer
42995,truck
42996,dog
42997,truck
42998,frog
42999,frog
43000,frog
43001,frog
43002,frog
43003,frog
43004,frog
43005,deer
43006,deer
43007,frog
43008,ship
43009,horse
43010,horse
43011,horse
43012,horse
43013,automobile
43014,horse
43015,frog
43016,frog
43017,ship
43018,ship
43019,frog
43020,dog
43021,ship
43022,automobile
43023,truck
43024,frog
43025,frog
43026,automobile
43027,automobile
43028,frog
43029,frog
43030,frog
43031,frog
43032,frog
43033,dog
43034,frog
43035,frog
43036,ship
43037,frog
43038,dog
43039,dog
43040,dog
43041,dog
43042,horse
43043,frog
43044,deer
43045,deer
43046,deer
43047,deer
43048,ship
43049,frog
43050,deer
43051,ship
43052,deer
43053,dog
43054,dog
43055,dog
43056,frog
43057,frog
43058,ship
43059,automobile
43060,bird
43061,horse
43062,truck
43063,truck
43064,frog
43065,frog
43066,frog
43067,frog
43068,frog
43069,frog
43070,frog
43071,dog
43072,dog
43073,dog
43074,dog
43075,frog
43076,cat
43077,horse
43078,horse
43079,bird
43080,dog
43081,dog
43082,truck
43083,frog
43084,truck
43085,dog
43086,ship
43087,ship
43088,horse
43089,frog
43090,truck
43091,dog
43092,frog
43093,truck
43094,frog
43095,frog
43096,dog
43097,ship
43098,ship
43099,automobile
43100,automobile
43101,automobile
43102,automobile
43103,frog
43104,dog
43105,truck
43106,dog
43107,dog
43108,frog
43109,frog
43110,truck
43111,dog
43112,dog
43113,truck
43114,dog
43115,frog
43116,deer
43117,frog
43118,frog
43119,cat
43120,automobile
43121,dog
43122,frog
43123,deer
43124,truck
43125,deer
43126,ship
43127,horse
43128,deer
43129,truck
43130,truck
43131,horse
43132,truck
43133,truck
43134,dog
43135,deer
43136,frog
43137,frog
43138,dog
43139,dog
43140,frog
43141,ship
43142,ship
43143,frog
43144,frog
43145,automobile
43146,frog
43147,dog
43148,frog
43149,deer
43150,ship
43151,frog
43152,horse
43153,frog
43154,dog
43155,dog
43156,frog
43157,dog
43158,dog
43159,horse
43160,horse
43161,ship
43162,truck
43163,truck
43164,cat
43165,automobile
43166,truck
43167,frog
43168,frog
43169,horse
43170,frog
43171,frog
43172,frog
43173,dog
43174,deer
43175,frog
43176,frog
43177,horse
43178,frog
43179,frog
43180,horse
43181,ship
43182,dog
43183,frog
43184,frog
43185,frog
43186,dog
43187,horse
43188,frog
43189,dog
43190,bird
43191,frog
43192,truck
43193,truck
43194,horse
43195,horse
43196,truck
43197,frog
43198,frog
43199,frog
43200,horse
43201,horse
43202,frog
43203,dog
43204,dog
43205,dog
43206,dog
43207,truck
43208,frog
43209,frog
43210,frog
43211,horse
43212,ship
43213,bird
43214,truck
43215,truck
43216,dog
43217,dog
43218,automobile
43219,truck
43220,deer
43221,deer
43222,automobile
43223,horse
43224,frog
43225,frog
43226,dog
43227,truck
43228,frog
43229,deer
43230,truck
43231,truck
43232,frog
43233,truck
43234,ship
43235,frog
43236,frog
43237,frog
43238,frog
43239,horse
43240,horse
43241,frog
43242,automobile
43243,horse
43244,frog
43245,frog
43246,frog
43247,truck
43248,deer
43249,frog
43250,truck
43251,truck
43252,automobile
43253,automobile
43254,automobile
43255,horse
43256,horse
43257,frog
43258,frog
43259,frog
43260,frog
43261,horse
43262,automobile
43263,frog
43264,frog
43265,automobile
43266,automobile
43267,truck
43268,ship
43269,frog
43270,frog
43271,cat
43272,ship
43273,deer
43274,frog
43275,automobile
43276,frog
43277,frog
43278,frog
43279,ship
43280,ship
43281,frog
43282,frog
43283,automobile
43284,frog
43285,frog
43286,frog
43287,frog
43288,dog
43289,truck
43290,truck
43291,frog
43292,frog
43293,dog
43294,automobile
43295,dog
43296,dog
43297,horse
43298,frog
43299,frog
43300,dog
43301,dog
43302,frog
43303,frog
43304,truck
43305,dog
43306,dog
43307,dog
43308,dog
43309,dog
43310,frog
43311,automobile
43312,truck
43313,frog
43314,dog
43315,frog
43316,frog
43317,frog
43318,ship
43319,dog
43320,frog
43321,frog
43322,dog
43323,frog
43324,bird
43325,dog
43326,dog
43327,horse
43328,horse
43329,frog
43330,truck
43331,frog
43332,frog
43333,truck
43334,truck
43335,truck
43336,cat
43337,automobile
43338,automobile
43339,truck
43340,truck
43341,dog
43342,truck
43343,truck
43344,truck
43345,dog
43346,frog
43347,automobile
43348,frog
43349,ship
43350,deer
43351,truck
43352,frog
43353,dog
43354,automobile
43355,truck
43356,frog
43357,ship
43358,automobile
43359,ship
43360,frog
43361,deer
43362,deer
43363,frog
43364,frog
43365,deer
43366,deer
43367,deer
43368,deer
43369,deer
43370,dog
43371,dog
43372,frog
43373,automobile
43374,horse
43375,frog
43376,horse
43377,truck
43378,ship
43379,ship
43380,deer
43381,automobile
43382,truck
43383,truck
43384,ship
43385,frog
43386,frog
43387,dog
43388,dog
43389,dog
43390,frog
43391,frog
43392,horse
43393,truck
43394,truck
43395,frog
43396,frog
43397,frog
43398,truck
43399,frog
43400,horse
43401,horse
43402,ship
43403,automobile
43404,automobile
43405,ship
43406,horse
43407,frog
43408,frog
43409,ship
43410,ship
43411,automobile
43412,cat
43413,automobile
43414,frog
43415,frog
43416,deer
43417,truck
43418,truck
43419,dog
43420,dog
43421,ship
43422,ship
43423,ship
43424,ship
43425,ship
43426,dog
43427,dog
43428,deer
43429,horse
43430,frog
43431,frog
43432,frog
43433,ship
43434,frog
43435,frog
43436,dog
43437,horse
43438,automobile
43439,automobile
43440,frog
43441,frog
43442,frog
43443,frog
43444,frog
43445,frog
43446,dog
43447,dog
43448,horse
43449,ship
43450,truck
43451,horse
43452,horse
43453,bird
43454,automobile
43455,automobile
43456,bird
43457,frog
43458,automobile
43459,automobile
43460,frog
43461,deer
43462,frog
43463,frog
43464,horse
43465,automobile
43466,frog
43467,frog
43468,dog
43469,frog
43470,dog
43471,dog
43472,truck
43473,frog
43474,frog
43475,automobile
43476,automobile
43477,frog
43478,frog
43479,bird
43480,dog
43481,dog
43482,frog
43483,ship
43484,ship
43485,ship
43486,dog
43487,truck
43488,truck
43489,bird
43490,truck
43491,dog
43492,frog
43493,horse
43494,frog
43495,frog
43496,frog
43497,dog
43498,dog
43499,frog
43500,frog
43501,frog
43502,automobile
43503,frog
43504,frog
43505,frog
43506,frog
43507,frog
43508,horse
43509,dog
43510,frog
43511,frog
43512,frog
43513,frog
43514,frog
43515,frog
43516,frog
43517,dog
43518,deer
43519,truck
43520,automobile
43521,frog
43522,frog
43523,frog
43524,dog
43525,cat
43526,cat
43527,deer
43528,ship
43529,horse
43530,frog
43531,truck
43532,deer
43533,truck
43534,truck
43535,ship
43536,dog
43537,dog
43538,ship
43539,deer
43540,deer
43541,truck
43542,frog
43543,frog
43544,frog
43545,truck
43546,truck
43547,truck
43548,frog
43549,truck
43550,bird
43551,bird
43552,dog
43553,horse
43554,horse
43555,truck
43556,frog
43557,frog
43558,frog
43559,automobile
43560,automobile
43561,truck
43562,truck
43563,frog
43564,automobile
43565,automobile
43566,frog
43567,deer
43568,deer
43569,truck
43570,truck
43571,frog
43572,frog
43573,truck
43574,frog
43575,frog
43576,deer
43577,cat
43578,cat
43579,cat
43580,cat
43581,cat
43582,cat
43583,cat
43584,frog
43585,dog
43586,frog
43587,frog
43588,dog
43589,frog
43590,frog
43591,dog
43592,truck
43593,truck
43594,frog
43595,frog
43596,frog
43597,truck
43598,frog
43599,dog
43600,horse
43601,horse
43602,bird
43603,automobile
43604,frog
43605,automobile
43606,ship
43607,ship
43608,frog
43609,automobile
43610,deer
43611,ship
43612,frog
43613,frog
43614,frog
43615,truck
43616,frog
43617,truck
43618,horse
43619,horse
43620,ship
43621,frog
43622,bird
43623,truck
43624,frog
43625,deer
43626,truck
43627,cat
43628,frog
43629,horse
43630,dog
43631,dog
43632,deer
43633,horse
43634,frog
43635,truck
43636,automobile
43637,truck
43638,frog
43639,truck
43640,truck
43641,deer
43642,dog
43643,dog
43644,dog
43645,frog
43646,frog
43647,frog
43648,truck
43649,truck
43650,truck
43651,deer
43652,frog
43653,frog
43654,dog
43655,automobile
43656,truck
43657,dog
43658,automobile
43659,bird
43660,deer
43661,deer
43662,frog
43663,truck
43664,bird
43665,bird
43666,truck
43667,cat
43668,ship
43669,automobile
43670,frog
43671,horse
43672,frog
43673,ship
43674,truck
43675,frog
43676,frog
43677,frog
43678,frog
43679,frog
43680,ship
43681,dog
43682,frog
43683,frog
43684,frog
43685,frog
43686,horse
43687,frog
43688,dog
43689,frog
43690,truck
43691,frog
43692,frog
43693,horse
43694,dog
43695,automobile
43696,ship
43697,truck
43698,frog
43699,frog
43700,frog
43701,deer
43702,deer
43703,automobile
43704,dog
43705,dog
43706,ship
43707,frog
43708,ship
43709,ship
43710,ship
43711,truck
43712,frog
43713,dog
43714,dog
43715,deer
43716,automobile
43717,frog
43718,truck
43719,frog
43720,ship
43721,dog
43722,dog
43723,dog
43724,automobile
43725,deer
43726,automobile
43727,deer
43728,deer
43729,truck
43730,dog
43731,frog
43732,frog
43733,dog
43734,truck
43735,frog
43736,ship
43737,frog
43738,frog
43739,frog
43740,truck
43741,dog
43742,dog
43743,dog
43744,deer
43745,deer
43746,horse
43747,bird
43748,deer
43749,frog
43750,horse
43751,horse
43752,horse
43753,dog
43754,frog
43755,automobile
43756,ship
43757,frog
43758,frog
43759,frog
43760,dog
43761,ship
43762,automobile
43763,dog
43764,ship
43765,frog
43766,frog
43767,horse
43768,dog
43769,dog
43770,frog
43771,dog
43772,frog
43773,frog
43774,frog
43775,frog
43776,frog
43777,frog
43778,ship
43779,dog
43780,bird
43781,automobile
43782,bird
43783,horse
43784,horse
43785,dog
43786,ship
43787,deer
43788,truck
43789,truck
43790,truck
43791,truck
43792,frog
43793,frog
43794,dog
43795,truck
43796,truck
43797,truck
43798,truck
43799,frog
43800,cat
43801,cat
43802,frog
43803,automobile
43804,truck
43805,truck
43806,automobile
43807,frog
43808,dog
43809,frog
43810,truck
43811,frog
43812,frog
43813,horse
43814,horse
43815,ship
43816,truck
43817,dog
43818,automobile
43819,horse
43820,dog
43821,frog
43822,automobile
43823,automobile
43824,deer
43825,deer
43826,dog
43827,frog
43828,dog
43829,dog
43830,dog
43831,truck
43832,truck
43833,frog
43834,frog
43835,deer
43836,frog
43837,frog
43838,frog
43839,ship
43840,truck
43841,dog
43842,ship
43843,dog
43844,dog
43845,dog
43846,dog
43847,dog
43848,truck
43849,dog
43850,truck
43851,frog
43852,dog
43853,bird
43854,deer
43855,horse
43856,frog
43857,bird
43858,bird
43859,bird
43860,automobile
43861,frog
43862,truck
43863,automobile
43864,automobile
43865,frog
43866,automobile
43867,frog
43868,ship
43869,frog
43870,dog
43871,deer
43872,deer
43873,ship
43874,ship
43875,dog
43876,dog
43877,frog
43878,horse
43879,frog
43880,frog
43881,frog
43882,frog
43883,horse
43884,dog
43885,deer
43886,frog
43887,automobile
43888,truck
43889,frog
43890,frog
43891,horse
43892,frog
43893,horse
43894,truck
43895,dog
43896,truck
43897,truck
43898,deer
43899,automobile
43900,frog
43901,ship
43902,truck
43903,frog
43904,frog
43905,frog
43906,frog
43907,dog
43908,dog
43909,truck
43910,truck
43911,horse
43912,dog
43913,dog
43914,automobile
43915,automobile
43916,frog
43917,frog
43918,dog
43919,frog
43920,frog
43921,dog
43922,automobile
43923,deer
43924,deer
43925,deer
43926,deer
43927,horse
43928,dog
43929,frog
43930,frog
43931,bird
43932,truck
43933,automobile
43934,bird
43935,frog
43936,automobile
43937,frog
43938,frog
43939,truck
43940,truck
43941,horse
43942,truck
43943,truck
43944,automobile
43945,automobile
43946,frog
43947,frog
43948,horse
43949,truck
43950,truck
43951,frog
43952,frog
43953,automobile
43954,frog
43955,frog
43956,frog
43957,frog
43958,ship
43959,frog
43960,frog
43961,deer
43962,horse
43963,horse
43964,horse
43965,automobile
43966,frog
43967,frog
43968,frog
43969,frog
43970,ship
43971,dog
43972,frog
43973,ship
43974,automobile
43975,frog
43976,frog
43977,frog
43978,frog
43979,frog
43980,dog
43981,ship
43982,ship
43983,dog
43984,dog
43985,ship
43986,ship
43987,frog
43988,frog
43989,truck
43990,horse
43991,bird
43992,bird
43993,deer
43994,deer
43995,dog
43996,frog
43997,dog
43998,dog
43999,dog
44000,frog
44001,frog
44002,truck
44003,horse
44004,frog
44005,frog
44006,frog
44007,horse
44008,deer
44009,cat
44010,truck
44011,truck
44012,frog
44013,frog
44014,truck
44015,truck
44016,ship
44017,frog
44018,truck
44019,frog
44020,ship
44021,frog
44022,dog
44023,truck
44024,dog
44025,horse
44026,dog
44027,ship
44028,ship
44029,frog
44030,frog
44031,truck
44032,ship
44033,dog
44034,dog
44035,dog
44036,dog
44037,automobile
44038,automobile
44039,automobile
44040,frog
44041,bird
44042,frog
44043,horse
44044,horse
44045,horse
44046,horse
44047,horse
44048,horse
44049,frog
44050,deer
44051,deer
44052,truck
44053,dog
44054,frog
44055,bird
44056,frog
44057,truck
44058,automobile
44059,automobile
44060,bird
44061,ship
44062,truck
44063,truck
44064,truck
44065,truck
44066,truck
44067,truck
44068,truck
44069,dog
44070,frog
44071,frog
44072,frog
44073,ship
44074,ship
44075,truck
44076,frog
44077,frog
44078,frog
44079,deer
44080,truck
44081,truck
44082,truck
44083,frog
44084,dog
44085,frog
44086,frog
44087,frog
44088,dog
44089,frog
44090,bird
44091,bird
44092,deer
44093,ship
44094,frog
44095,frog
44096,bird
44097,frog
44098,ship
44099,ship
44100,frog
44101,frog
44102,deer
44103,frog
44104,frog
44105,frog
44106,frog
44107,frog
44108,ship
44109,dog
44110,automobile
44111,automobile
44112,automobile
44113,automobile
44114,automobile
44115,ship
44116,bird
44117,frog
44118,truck
44119,dog
44120,automobile
44121,truck
44122,frog
44123,frog
44124,frog
44125,dog
44126,dog
44127,dog
44128,dog
44129,frog
44130,dog
44131,cat
44132,deer
44133,automobile
44134,automobile
44135,horse
44136,horse
44137,horse
44138,dog
44139,automobile
44140,frog
44141,frog
44142,frog
44143,dog
44144,dog
44145,truck
44146,ship
44147,truck
44148,deer
44149,truck
44150,horse
44151,deer
44152,horse
44153,frog
44154,ship
44155,ship
44156,truck
44157,truck
44158,ship
44159,ship
44160,frog
44161,bird
44162,frog
44163,frog
44164,frog
44165,dog
44166,dog
44167,frog
44168,truck
44169,automobile
44170,automobile
44171,automobile
44172,automobile
44173,ship
44174,deer
44175,horse
44176,frog
44177,frog
44178,bird
44179,frog
44180,frog
44181,automobile
44182,ship
44183,deer
44184,automobile
44185,dog
44186,truck
44187,frog
44188,ship
44189,ship
44190,truck
44191,ship
44192,truck
44193,dog
44194,horse
44195,frog
44196,bird
44197,bird
44198,horse
44199,ship
44200,ship
44201,bird
44202,automobile
44203,frog
44204,frog
44205,ship
44206,truck
44207,truck
44208,cat
44209,cat
44210,truck
44211,truck
44212,frog
44213,truck
44214,ship
44215,ship
44216,frog
44217,frog
44218,automobile
44219,automobile
44220,automobile
44221,automobile
44222,dog
44223,horse
44224,frog
44225,frog
44226,bird
44227,frog
44228,frog
44229,truck
44230,dog
44231,bird
44232,dog
44233,frog
44234,bird
44235,frog
44236,automobile
44237,dog
44238,ship
44239,frog
44240,truck
44241,truck
44242,ship
44243,truck
44244,truck
44245,frog
44246,truck
44247,ship
44248,truck
44249,horse
44250,frog
44251,frog
44252,frog
44253,frog
44254,frog
44255,dog
44256,horse
44257,truck
44258,frog
44259,frog
44260,frog
44261,dog
44262,truck
44263,automobile
44264,frog
44265,truck
44266,frog
44267,deer
44268,frog
44269,frog
44270,frog
44271,frog
44272,truck
44273,truck
44274,truck
44275,automobile
